estimator,min_score,mean_score,max_score,std_score,C,criterion,n_estimators,activation,hidden_layer_sizes
RandomForest,0.5221021611001965,0.5340437240240776,0.555992141453831,0.011249238501116563,,,100,,
SupportVectorMachine,0.5235756385068763,0.5337489320004055,0.5550098231827112,0.010845026545181165,100,,,,
DecisionTree,0.5216110019646365,0.5335034248393777,0.555992141453831,0.011375847271724172,,gini,,,
DecisionTree,0.5216110019646365,0.5335034248393777,0.555992141453831,0.011375847271724172,,entropy,,,
MultilayerPerceptron,0.5196463654223968,0.5334050723343455,0.556483300589391,0.011686474763130752,,,,relu,"(17, 8, 17)"
RandomForest,0.518918918918919,0.5331592031395569,0.5550098231827112,0.010492121096672661,,,10,,
SupportVectorMachine,0.5218673218673219,0.5323724313704667,0.5550098231827112,0.009244186442016359,0.1,,,,
LogisticRegression,0.5120393120393121,0.527853525967475,0.5471512770137524,0.010544161637233936,1.0,,,,
BernoulliNaiveBayes,0.5031941031941032,0.5278034204949726,0.555992141453831,0.013087501675562451,,,,,
LogisticRegression,0.5120393120393121,0.5277061540912229,0.5471512770137524,0.010524988807573505,10000.0,,,,
LinearDiscriminantAnalysis,0.5120393120393121,0.527657038177667,0.5471512770137524,0.010513200484103273,,,,,
MultilayerPerceptron,0.5098231827111984,0.5264299609486249,0.5513513513513514,0.01120965915131971,,,,tanh,"(17, 8, 17)"
LogisticRegression,0.4867387033398821,0.525740117685108,0.5540275049115914,0.01925949106054164,0.0001,,,,
K-NearestNeighbor,0.49975429975429975,0.5057966673585534,0.5125307125307126,0.0037659262873167743,,,,,
QuadraticDiscriminantAnalysis,0.47544204322200395,0.4987218036039254,0.518172888015717,0.012535435232016019,,,,,
