estimator,min_score,mean_score,max_score,std_score,C,criterion,n_estimators,activation,hidden_layer_sizes
BernoulliNaiveBayes,0.5056511056511056,0.5284420963202888,0.5525540275049116,0.014326571018532389,,,,,
LogisticRegression,0.4906679764243615,0.5250530982849253,0.5525540275049116,0.01830150509816458,0.0001,,,,
MultilayerPerceptron,0.49975429975429975,0.5219096315461738,0.5525540275049116,0.016259148005627784,,,,tanh,"(17, 8, 17)"
LinearDiscriminantAnalysis,0.5054027504911591,0.5216154911832711,0.5388015717092338,0.01217113630723067,,,,,
LogisticRegression,0.5054027504911591,0.5216154911832711,0.5388015717092338,0.01217113630723067,1.0,,,,
LogisticRegression,0.5054027504911591,0.5216154911832711,0.5388015717092338,0.01217113630723067,10000.0,,,,
SupportVectorMachine,0.5054027504911591,0.521222057027558,0.5388015717092338,0.012674694560971133,0.1,,,,
MultilayerPerceptron,0.5054027504911591,0.5207309702987503,0.5388015717092338,0.013076996299666745,,,,relu,"(17, 8, 17)"
DecisionTree,0.5054027504911591,0.5206818061140261,0.5392927308447937,0.012935112782024215,,gini,,,
DecisionTree,0.5054027504911591,0.5206818061140261,0.5392927308447937,0.012935112782024215,,entropy,,,
RandomForest,0.5054027504911591,0.5206818061140261,0.5392927308447937,0.012935112782024215,,,10,,
RandomForest,0.5054027504911591,0.5206818061140261,0.5392927308447937,0.012935112782024215,,,100,,
SupportVectorMachine,0.5054027504911591,0.5206818061140261,0.5392927308447937,0.012935112782024215,100,,,,
QuadraticDiscriminantAnalysis,0.4781326781326781,0.5105608144311484,0.5368369351669942,0.013586513145064125,,,,,
K-NearestNeighbor,0.48379174852652257,0.5016706651284254,0.5095823095823095,0.006414724881182913,,,,,
