estimator,min_score,mean_score,max_score,std_score,C,criterion,n_estimators,activation,hidden_layer_sizes
DecisionTree,0.6260162601626016,0.6978637964517297,0.7723577235772358,0.04321102034082984,,gini,,,
DecisionTree,0.6260162601626016,0.6978637964517297,0.7723577235772358,0.04321102034082984,,entropy,,,
SupportVectorMachine,0.6260162601626016,0.6978637964517297,0.7723577235772358,0.04321102034082984,100,,,,
RandomForest,0.6260162601626016,0.6974589381521346,0.7723577235772358,0.043544388557169765,,,100,,
RandomForest,0.6260162601626016,0.6970540798525394,0.7723577235772358,0.043041688436258746,,,10,,
SupportVectorMachine,0.6260162601626016,0.6970524340870938,0.7682926829268293,0.042006989376977916,0.1,,,,
MultilayerPerceptron,0.6260162601626016,0.6966459300220531,0.7723577235772358,0.04373854082025528,,,,relu,"(17, 8, 17)"
MultilayerPerceptron,0.6260162601626016,0.6962427174879037,0.7682926829268293,0.04216837342857654,,,,tanh,"(17, 8, 17)"
LinearDiscriminantAnalysis,0.6260162601626016,0.6921875514301703,0.7611336032388664,0.0424226223705516,,,,,
LogisticRegression,0.6260162601626016,0.6921875514301703,0.7611336032388664,0.0424226223705516,10000.0,,,,
