estimator,min_score,mean_score,max_score,std_score,C,criterion,n_estimators,activation,hidden_layer_sizes
MultilayerPerceptron,0.6584440227703985,0.6963214551121564,0.7566539923954373,0.02773315060745958,,,,relu,"(17, 8, 17)"
SupportVectorMachine,0.6634980988593155,0.6959401447320005,0.7490494296577946,0.026294168862071154,0.1,,,,
MultilayerPerceptron,0.6603415559772297,0.6938496114746647,0.7490494296577946,0.02556121520192102,,,,tanh,"(17, 8, 17)"
RandomForest,0.6584440227703985,0.6932821552514051,0.7509505703422054,0.027617772907565508,,,100,,
SupportVectorMachine,0.6596958174904943,0.6932817945036472,0.7490494296577946,0.02698730109486229,100,,,,
DecisionTree,0.6584440227703985,0.6930920411829641,0.7490494296577946,0.027223877691800468,,gini,,,
DecisionTree,0.6584440227703985,0.6930920411829641,0.7490494296577946,0.027223877691800468,,entropy,,,
RandomForest,0.6584440227703985,0.6921414708407587,0.7452471482889734,0.025169259647227764,,,10,,
QuadraticDiscriminantAnalysis,0.6444866920152091,0.6896714309420566,0.752851711026616,0.03253952991733177,,,,,
LinearDiscriminantAnalysis,0.6242884250474383,0.6746578307515819,0.7490494296577946,0.03543365709296036,,,,,
LogisticRegression,0.6242884250474383,0.6744677166831409,0.7490494296577946,0.03555910280589879,10000.0,,,,
LogisticRegression,0.6242884250474383,0.6731369182040534,0.7490494296577946,0.034834528561889254,1.0,,,,
BernoulliNaiveBayes,0.6026615969581749,0.6592603949466455,0.7300380228136882,0.03640244715247002,,,,,
LogisticRegression,0.6026615969581749,0.645006168786661,0.7300380228136882,0.03685098242075548,0.0001,,,,
K-NearestNeighbor,0.5361216730038023,0.5760160460602737,0.618595825426945,0.02854683671622007,,,,,
