estimator,min_score,mean_score,max_score,std_score,C,criterion,n_estimators,activation,hidden_layer_sizes
SupportVectorMachine,0.5173095944609297,0.534160834869818,0.5563798219584569,0.011833444750555666,0.1,,,,
DecisionTree,0.5175481957488878,0.5317383472851525,0.5469831849653808,0.009995123890729924,,gini,,,
RandomForest,0.518536826495304,0.5316888424072718,0.5464886251236399,0.009746541827413205,,,100,,
DecisionTree,0.5175481957488878,0.5316394842105108,0.5469831849653808,0.010017622167855057,,entropy,,,
SupportVectorMachine,0.5170538803756797,0.5313428949865859,0.5474777448071216,0.009868442191078753,100,,,,
MultilayerPerceptron,0.5170538803756797,0.53074959430447,0.5464886251236399,0.009848699853849141,,,,relu,"(17, 8, 17)"
RandomForest,0.5170538803756797,0.5302058718407943,0.5459940652818991,0.009778163113610619,,,10,,
MultilayerPerceptron,0.49258160237388726,0.525804142568181,0.5452298566485417,0.015027949253217932,,,,tanh,"(17, 8, 17)"
LogisticRegression,0.48318496538081107,0.5196245403380413,0.5363321799307958,0.014560688106982881,10000.0,,,,
LogisticRegression,0.48318496538081107,0.5190313618901916,0.5343549184379635,0.014029442144119166,1.0,,,,
