estimator,configuration,feature_selection,precision,recall,f1-measure,auc-roc,brier score
LogisticRegression,{'C': 10000.0},recursive_elimination,0.20962517353077278,0.7619848612279226,0.3287969515514425,0.49751690299833495,0.6555023923444976
MultilayerPerceptron,"{'activation': 'tanh', 'hidden_layer_sizes': (17, 8, 17)}",all,0.20684113865932047,0.7577796467619848,0.32497745716862037,0.49103620865265835,0.6632996632996633
DecisionTree,{'criterion': 'gini'},all,0.20683329511579912,0.7586206896551724,0.325045045045045,0.4910076955235898,0.6638312954102428
MultilayerPerceptron,"{'activation': 'relu', 'hidden_layer_sizes': (17, 8, 17)}",all,0.23854660347551343,0.25399495374264086,0.24602851323828923,0.5187801441366999,0.32801701222753854
DecisionTree,{'criterion': 'entropy'},all,0.20660398991057097,0.7577796467619848,0.3246846846846847,0.4904749154330804,0.6641857168172958
RandomForest,{'n_estimators': 100},all,0.2069756769160165,0.7586206896551724,0.32522084009374436,0.49134447145533655,0.6632996632996633
SupportVectorMachine,{'C': 100},all,0.2056786703601108,0.7493692178301093,0.32276761456257924,0.4884026152015387,0.6625908204855573
SupportVectorMachine,{'C': 0.1},all,0.21078989301160939,0.7788057190916736,0.33178072375492657,0.5002021410905158,0.6609959241538189
RandomForest,{'n_estimators': 10},all,0.20720513997246442,0.7594617325483599,0.32558139534883723,0.49187725154584594,0.6629452418926103
K-NearestNeighbor,{},all,0.19992003198720512,0.8410428931875525,0.3230495881117752,0.4712623536436191,0.7426900584795322
BernoulliNaiveBayes,{},all,0.25756741882223444,0.3936080740117746,0.31137724550898205,0.5453671263637678,0.3668261562998405
