estimator,min_score,mean_score,max_score,std_score,C,criterion,n_estimators,activation,hidden_layer_sizes
LinearDiscriminantAnalysis,0.47418738049713194,0.5788261502008105,0.7196172248803828,0.08760951999661552,,,,,
LogisticRegression,0.47418738049713194,0.5788261502008105,0.7196172248803828,0.08760951999661552,1.0,,,,
LogisticRegression,0.47418738049713194,0.5788261502008105,0.7196172248803828,0.08760951999661552,10000.0,,,,
BernoulliNaiveBayes,0.47418738049713194,0.5788261502008105,0.7196172248803828,0.08760951999661552,,,,,
DecisionTree,0.47418738049713194,0.5788261502008105,0.7196172248803828,0.08760951999661552,,gini,,,
DecisionTree,0.47418738049713194,0.5788261502008105,0.7196172248803828,0.08760951999661552,,entropy,,,
RandomForest,0.47418738049713194,0.5788261502008105,0.7196172248803828,0.08760951999661552,,,10,,
RandomForest,0.47418738049713194,0.5788261502008105,0.7196172248803828,0.08760951999661552,,,100,,
SupportVectorMachine,0.47418738049713194,0.5788261502008105,0.7196172248803828,0.08760951999661552,0.1,,,,
SupportVectorMachine,0.47418738049713194,0.5788261502008105,0.7196172248803828,0.08760951999661552,100,,,,
