0
ImperativeAbstraction
MultifacetedAbstraction
UnnecessaryAbstraction
UnutilizedAbstraction
DeficientEncapsulation
UnexploitedEncapsulation
BrokenModularization
Cyclic_DependentModularization
InsufficientModularization
Hub_likeModularization
BrokenHierarchy
CyclicHierarchy
DeepHierarchy
MissingHierarchy
MultipathHierarchy
RebelliousHierarchy
WideHierarchy
GodClass
ClassDataShouldBePrivate
ComplexClass
LazyClass
RefusedBequest
SpaghettiCode
SpeculativeGenerality
DataClass
BrainClass
LargeClass
SwissArmyKnife
AntiSingleton
FeatureEnvy
LongMethod_Organic
LongParameterList_Organic
MessageChain
DispersedCoupling
IntensiveCoupling
ShotgunSurgery
BrainMethod
