estimator,configuration,feature_selection,precision,recall,f1-measure,auc-roc,brier score
LinearDiscriminantAnalysis,{},chi2_20p,0.10884353741496598,0.6620689655172414,0.186952288218111,0.6977689690251517,0.2698771816418875
LogisticRegression,{'C': 0.0001},chi2_20p,0.10884353741496598,0.6620689655172414,0.186952288218111,0.6977689690251517,0.2698771816418875
LogisticRegression,{'C': 1.0},chi2_20p,0.10884353741496598,0.6620689655172414,0.186952288218111,0.6977689690251517,0.2698771816418875
LogisticRegression,{'C': 10000.0},chi2_20p,0.10884353741496598,0.6620689655172414,0.186952288218111,0.6977689690251517,0.2698771816418875
BernoulliNaiveBayes,{},chi2_20p,0.10884353741496598,0.6620689655172414,0.186952288218111,0.6977689690251517,0.2698771816418875
DecisionTree,{'criterion': 'gini'},chi2_20p,0.11176470588235295,0.6551724137931034,0.19095477386934676,0.6995767121525707,0.26018099547511314
DecisionTree,{'criterion': 'entropy'},chi2_20p,0.11176470588235295,0.6551724137931034,0.19095477386934676,0.6995767121525707,0.26018099547511314
RandomForest,{'n_estimators': 10},chi2_20p,0.11176470588235295,0.6551724137931034,0.19095477386934676,0.6995767121525707,0.26018099547511314
RandomForest,{'n_estimators': 100},chi2_20p,0.11176470588235295,0.6551724137931034,0.19095477386934676,0.6995767121525707,0.26018099547511314
MultilayerPerceptron,"{'activation': 'tanh', 'hidden_layer_sizes': (17, 8, 17)}",chi2_20p,0.10884353741496598,0.6620689655172414,0.186952288218111,0.6977689690251517,0.2698771816418875
SupportVectorMachine,{'C': 0.1},chi2_50p,0.10851808634772463,0.6413793103448275,0.18562874251497005,0.6911542194314847,0.26373626373626374
DecisionTree,{'criterion': 'gini'},chi2_50p,0.10259433962264151,0.6,0.17522658610271905,0.6709732112580536,0.2647058823529412
DecisionTree,{'criterion': 'entropy'},chi2_50p,0.10259433962264151,0.6,0.17522658610271905,0.6709732112580536,0.2647058823529412
RandomForest,{'n_estimators': 10},chi2_50p,0.1056338028169014,0.6206896551724138,0.18054162487462386,0.6811484898445995,0.2640594699418229
RandomForest,{'n_estimators': 100},chi2_50p,0.1045828437132785,0.6137931034482759,0.178714859437751,0.6777002139825307,0.26438267614738203
BernoulliNaiveBayes,{},chi2_50p,0.11033681765389082,0.6551724137931034,0.18886679920477137,0.6977116731563008,0.26373626373626374
SupportVectorMachine,{'C': 100},chi2_50p,0.1056338028169014,0.6206896551724138,0.18054162487462386,0.6811484898445995,0.2640594699418229
LogisticRegression,{'C': 0.0001},chi2_50p,0.10996563573883161,0.6620689655172414,0.1886051080550098,0.6992949100221,0.2669683257918552
MultilayerPerceptron,"{'activation': 'relu', 'hidden_layer_sizes': (17, 8, 17)}",chi2_50p,0.1073512252042007,0.6344827586206897,0.18363273453093812,0.6875363945697548,0.26438267614738203
LogisticRegression,{'C': 1.0},chi2_50p,0.11320754716981132,0.6620689655172414,0.19335347432024172,0.7035336350136223,0.25888817065287656
LinearDiscriminantAnalysis,{},mutual_info_classif_20p,0.12195121951219512,0.41379310344827586,0.18838304552590265,0.6336513838706282,0.16709760827407885
QuadraticDiscriminantAnalysis,{},mutual_info_classif_20p,0.12195121951219512,0.41379310344827586,0.18838304552590265,0.6336513838706282,0.16709760827407885
LogisticRegression,{'C': 0.0001},mutual_info_classif_20p,0.12219959266802444,0.41379310344827586,0.18867924528301885,0.6338209328702891,0.1667744020685197
LogisticRegression,{'C': 1.0},mutual_info_classif_20p,0.12195121951219512,0.41379310344827586,0.18838304552590265,0.6336513838706282,0.16709760827407885
LogisticRegression,{'C': 10000.0},mutual_info_classif_20p,0.12195121951219512,0.41379310344827586,0.18838304552590265,0.6336513838706282,0.16709760827407885
BernoulliNaiveBayes,{},mutual_info_classif_20p,0.12195121951219512,0.41379310344827586,0.18838304552590265,0.6336513838706282,0.16709760827407885
DecisionTree,{'criterion': 'gini'},mutual_info_classif_20p,0.12219959266802444,0.41379310344827586,0.18867924528301885,0.6338209328702891,0.1667744020685197
DecisionTree,{'criterion': 'entropy'},mutual_info_classif_20p,0.12219959266802444,0.41379310344827586,0.18867924528301885,0.6338209328702891,0.1667744020685197
RandomForest,{'n_estimators': 10},mutual_info_classif_20p,0.12219959266802444,0.41379310344827586,0.18867924528301885,0.6338209328702891,0.1667744020685197
RandomForest,{'n_estimators': 100},mutual_info_classif_20p,0.12219959266802444,0.41379310344827586,0.18867924528301885,0.6338209328702891,0.1667744020685197
MultilayerPerceptron,"{'activation': 'relu', 'hidden_layer_sizes': (17, 8, 17)}",mutual_info_classif_50p,0.10138248847926268,0.6068965517241379,0.17374136229022705,0.6712000561265654,0.2705235940530058
RandomForest,{'n_estimators': 10},mutual_info_classif_50p,0.10138248847926268,0.6068965517241379,0.17374136229022705,0.6712000561265654,0.2705235940530058
LogisticRegression,{'C': 0.0001},mutual_info_classif_50p,0.10884353741496598,0.6620689655172414,0.186952288218111,0.6977689690251517,0.2698771816418875
BernoulliNaiveBayes,{},mutual_info_classif_50p,0.1087202718006795,0.6620689655172414,0.1867704280155642,0.6975994200254908,0.27020038784744665
DecisionTree,{'criterion': 'gini'},mutual_info_classif_50p,0.09930715935334873,0.593103448275862,0.1701285855588526,0.6643035044024275,0.2711700064641241
DecisionTree,{'criterion': 'entropy'},mutual_info_classif_50p,0.09930715935334873,0.593103448275862,0.1701285855588526,0.6643035044024275,0.2711700064641241
RandomForest,{'n_estimators': 100},mutual_info_classif_50p,0.10138248847926268,0.6068965517241379,0.17374136229022705,0.6712000561265654,0.2705235940530058
