estimator,min_score,mean_score,max_score,std_score,C,criterion,n_estimators,activation,hidden_layer_sizes
BernoulliNaiveBayes,0.5566371681415929,0.6214282778784546,0.6780185758513931,0.04207906956221528,,,,,
LogisticRegression,0.5566371681415929,0.6205877851839385,0.6793454223794781,0.043140540343130265,0.0001,,,,
MultilayerPerceptron,0.5619469026548672,0.619305206013472,0.6815568332596197,0.03931097108788073,,,,relu,"(17, 8, 17)"
SupportVectorMachine,0.5615044247787611,0.6119138880517274,0.6824413976116762,0.045780186760518274,0.1,,,,
SupportVectorMachine,0.5446902654867256,0.6106307217810272,0.6850950906678461,0.048217822807825904,100,,,,
DecisionTree,0.5446902654867256,0.610498017558211,0.6842105263157895,0.04812582396861984,,gini,,,
DecisionTree,0.5446902654867256,0.610498017558211,0.6842105263157895,0.04812582396861984,,entropy,,,
RandomForest,0.5438053097345132,0.6091704860798534,0.6842105263157895,0.04940511374069419,,,10,,
LinearDiscriminantAnalysis,0.5561946902654867,0.6090827733049438,0.6780185758513931,0.045810989597304216,,,,,
LogisticRegression,0.5561946902654867,0.6089942777297226,0.6780185758513931,0.045904428026019,1.0,,,,
